user_id,job_id,interaction_score,timestamp
c56ba4f0,https://www.linkedin.com/jobs/view/service-advisor-in-houston-tx-usa-at-energy-jobline-3791602550,1,2025-03-25 10:38:22
c56ba4f0,https://www.linkedin.com/jobs/view/veterinarian-associate-houston-tx-at-the-vet-recruiter-3786117479,1,2025-03-25 10:38:22
c56ba4f0,https://www.linkedin.com/jobs/view/small-animal-veterinarian-at-the-vet-recruiter-3799939992,1,2025-03-25 10:39:39
c56ba4f0,https://www.linkedin.com/jobs/view/veterinarian-greater-atlanta-ga-at-the-vet-recruiter-3791122845,1,2025-03-25 10:39:39
c56ba4f0,https://www.linkedin.com/jobs/view/small-animal-veterinarian-collaborative-and-supportive-team-greater-atlanta-ga-at-the-vet-recruiter-3786113965,1,2025-03-25 10:39:39
c56ba4f0,https://www.linkedin.com/jobs/view/staff-accountant-cumming-ga-at-vaco-3795116864,1,2025-03-25 10:39:39
c56ba4f0,https://www.linkedin.com/jobs/view/internal-medicine-outpatient-physician-job-atlanta-ga-area%21-at-born-bicknell-inc-3578835745,1,2025-03-25 10:39:39
807cf343,https://www.linkedin.com/jobs/view/oral-surgeon-job-in-chicago-il-at-blue-jay-dental-3797514991,1,2025-03-25 10:41:07
807cf343,https://www.linkedin.com/jobs/view/athletic-trainer-chicago-public-schools-chicagoland-at-ati-physical-therapy-3650283125,1,2025-03-25 10:41:07
807cf343,https://www.linkedin.com/jobs/view/dental-receptionist-admin-we-help-training-new-staff-at-american-dental-associates-ltd-3807299744,1,2025-03-25 10:41:07
807cf343,https://www.linkedin.com/jobs/view/part-time-merchandiser-chicago-il-river-north-magnificent-mile-at-american-greetings-3719522432,1,2025-03-25 10:41:07
807cf343,https://www.linkedin.com/jobs/view/dental-receptionist-admin-we-help-training-new-staff-at-american-dental-associates-ltd-3797387194,1,2025-03-25 10:41:07
807cf343,https://www.linkedin.com/jobs/view/mid-level-architect-boston-ma-or-burlington-vt-in-boston-ma-usa-at-energy-jobline-3791678933,1,2025-03-25 10:42:01
807cf343,https://www.linkedin.com/jobs/view/data-collection-support-consultant-boston-at-symphonyai-3789931900,1,2025-03-25 10:42:01
807cf343,https://www.linkedin.com/jobs/view/project-architect-project-manager-boston-ma-or-burlington-vt-in-boston-ma-usa-at-energy-jobline-3791687032,1,2025-03-25 10:42:01
807cf343,https://www.linkedin.com/jobs/view/investment-business-analyst-boston-ma-at-executive-staff-recruiters-esr-healthcare-3735355387,1,2025-03-25 10:42:01
807cf343,https://www.linkedin.com/jobs/view/vice-president-investment-banking-at-confidential-3793933370,1,2025-03-25 10:42:01
c3706428,https://www.linkedin.com/jobs/view/senior-field-service-engineer-austin-tx-in-austin-tx-usa-at-energy-jobline-3805121186,1,2025-03-25 10:43:14
c3706428,https://www.linkedin.com/jobs/view/temp-education-sales-specialist-austin-tx-at-jbc-3756143186,1,2025-03-25 10:43:14
c3706428,https://www.linkedin.com/jobs/view/part-time-advanced-practice-provider-for-non-invasive-cardiologist-in-austin-tx-at-heart-hospital-of-austin-3801871764,1,2025-03-25 10:43:14
c3706428,https://www.linkedin.com/jobs/view/advanced-heart-failure-cardiologist-opportunity-in-austin-tx-at-doccafe-3743472531,1,2025-03-25 10:43:14
c3706428,https://www.linkedin.com/jobs/view/part-time-advanced-practice-provider-for-non-invasive-cardiologist-in-austin-tx-at-heart-hospital-of-austin-3771456270,1,2025-03-25 10:43:14
c3706428,https://www.linkedin.com/jobs/view/small-animal-veterinarian-at-the-vet-recruiter-3787274226,1,2025-03-25 10:44:16
c3706428,https://www.linkedin.com/jobs/view/architect-in-dallas-tx-usa-at-energy-jobline-3789490029,1,2025-03-25 10:44:16
c3706428,https://www.linkedin.com/jobs/view/veterinarian-growth-opportunities-available-dallas-tx-%236982-at-the-vet-recruiter-3799947249,1,2025-03-25 10:44:16
c3706428,https://www.linkedin.com/jobs/view/ob-gyn-physician-position-in-dallas-tx-at-health-ecareers-3800121997,1,2025-03-25 10:44:16
c3706428,https://www.linkedin.com/jobs/view/hvac-service-lead-in-dallas-tx-usa-at-energy-jobline-3789411241,1,2025-03-25 10:44:16
